identifier,uri,name,type,project,date,event,source,people
oscys.case.0281.002,http://earlywashingtondc.org/doc/oscys.case.0281.002,Milly Henderson v. William Sexsmith. Summons of William Sexsmith,Civil (document),O Say Can You See,1852-12-23,oscys.caseid.0279,"National Archives and Records Administration, Record Group 21, Entry 6, Box 766, Folder 154",per.002196;per.002197;per.002198;per.000004;per.000740;per.000753
oscys.mdcase.0006.041,http://earlywashingtondc.org/doc/oscys.mdcase.0006.041,Robert Thomas v. Henry Pile. Defendant's Bill of Exceptions,Civil (document),O Say Can You See,1794-10-31,oscys.caseid.0342,"Maryland State Archives, General Court of Western Shore (Judgments), MSA S498-343",per.001950;per.001943;per.002102;per.001514;per.002076
oscys.case.0135.005,http://earlywashingtondc.org/doc/oscys.case.0135.005,Gilderoy Prunell v. Severn E. Parker. Summons of Severn E. Parker,Civil (document),O Say Can You See,1837-07-21,oscys.caseid.0135,"National Archives and Records Administration, Record Group 21, Entry 6, Box 578, Folder 208",per.001042;per.001043;per.000558;per.000003;per.000004;per.000739
oscys.case.0082.002,http://earlywashingtondc.org/doc/oscys.case.0082.002,Robert Loyal v. Benjamin Lewis. Summons of Benjamin Lewis,Civil (document),O Say Can You See,1828-05-03,oscys.caseid.0082,"National Archives and Records Administration, Record Group 21, Entry 6, Box 402, Folder 408",per.000652;per.000653;per.000572;per.000003;per.000004;per.000461
oscys.case.0282.003,http://earlywashingtondc.org/doc/oscys.case.0282.003,Sarah H. Medulla v. Georgiana Munroe. Summons of Georgiana Munroe,Civil (document),O Say Can You See,1853-05-30,oscys.caseid.0280,"National Archives and Records Administration, Record Group 21, Entry 6, Box 771, Folder 180",per.002199;per.002200;per.002201;per.001842;per.000847;per.000004;per.001216;per.001841;per.000740
oscys.case.0170.002,http://earlywashingtondc.org/doc/oscys.case.0170.002,Maria Kennedy v. Benjamin Buck. Summons of Benjamin Buck,Civil (document),O Say Can You See,1834-12-12,oscys.caseid.0172,"National Archives and Records Administration, Record Group 21, Entry 6, Box 527, Folder 20",per.001249;per.001250;per.000829;per.000003;per.000004;per.000739
oscys.case.0201.001,http://earlywashingtondc.org/doc/oscys.case.0201.001,Sally Robertson v. Henry Robertson. Summons of Henry Robertson,Civil (document),O Say Can You See,1833-07-17,oscys.caseid.0206,"National Archives and Records Administration, Record Group 21, Entry 6, Box 494, Folder 100",per.001655;per.001656;per.000464;per.000502;per.000003;per.000004
oscys.case.0358.001,http://earlywashingtondc.org/doc/oscys.case.0358.001,Kitty & Harriet v. Nehemiah Hicks & Susanna Bacon. Petition for Habeas Corpus,Civil (document),O Say Can You See,1832-06-27,oscys.caseid.0382,"National Archives and Records Administration, Record Group 21, Entry 6, Box 472, Folder Unnumbered",per.001434;per.001435;per.002623;per.002624;per.001432;per.000003;per.001430
oscys.report.0008.001,http://earlywashingtondc.org/doc/oscys.report.0008.001,Violet v. Henry W. Ball. Circuit Court Report,Civil (document),O Say Can You See,1814-06,oscys.caseid.0030,"William Cranch, Reports of Cases Civil and Criminal in the United States Circuit Court of the District of Columbia, from 1801 to 1841, Volume II, Boston: Little, Brown and Company (1852)",per.000248;per.000249;per.000250;per.000232;per.000064
oscys.mdcase.0008.009,http://earlywashingtondc.org/doc/oscys.mdcase.0008.009,Charles Mahoney v. John Ashton. Deposition of John Wheat from John Hickman v. Richard Smith,Civil (document),O Say Can You See,1796-06-01,oscys.caseid.0481,"Maryland State Archives, General Court of the Western Shore (Judgments), MSA S498-220",per.004476;per.000215;per.004575;per.004516;per.004581;per.004578;per.004579;per.004566;per.002928;per.004643;per.004337;per.004573;per.004577;per.004576;per.004574
oscys.case.0432.022,http://earlywashingtondc.org/doc/oscys.case.0432.022,Julia Roberts v. Austin L. Adams & Ann C. Harding. Transcript,Civil (document),O Say Can You See,1842-05-19,oscys.caseid.0464,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 2",per.003571;per.003572;per.003573;per.002274;per.003602;per.003603;per.002624;per.003605;per.003606;per.003607;per.003608;per.003609;per.003610;per.003611;per.003612;per.003613
oscys.case.0235.026,http://earlywashingtondc.org/doc/oscys.case.0235.026,Lucy Bosy v. Ann Maria Fitzhugh. Summons of Ann Maria Fitzhugh,Civil (document),O Say Can You See,1861-02-19,oscys.caseid.0240,"National Archives and Records Administration, Record Group 21, Entry 6, Box 949, Folder 104",per.001828;per.001829;per.000476;per.001217;per.000740
oscys.case.0142.009,http://earlywashingtondc.org/doc/oscys.case.0142.009,"Henry, Francis, & Sarah Gibson v. James C. Hall, James Laurie, & Elizabeth Laurie. Agreement",Civil (document),O Say Can You See,1830-04-21,oscys.caseid.0142;oscys.caseid.0143;oscys.caseid.0144;oscys.caseid.0152,"National Archives and Records Administration, Record Group 21, Entry 6, Box 656, Folder 8 9 10",per.001073;per.001068;per.001069;per.001070;per.001067;per.001071;per.001072;per.000003;per.001120;per.001121;per.001122;per.001123;per.001124;per.001125;per.001126;per.001076;per.001127
oscys.case.0217.001,http://earlywashingtondc.org/doc/oscys.case.0217.001,"Evaline Blue v. John W. Williams, Mary S. Williams, & William S. Colquhoun. Petition for Freedom",Civil (document),O Say Can You See,1843-06-03,oscys.caseid.0222,"National Archives and Records Administration, Record Group 21, Entry 6, Box 690, Folder 94",per.001749;per.001745;per.001746;per.001747;per.000873
oscys.case.0279.011,http://earlywashingtondc.org/doc/oscys.case.0279.011,Henry Compton v. William Dorsey. Summons of William Dorsey,Civil (document),O Say Can You See,1858-06-15,oscys.caseid.0278,"National Archives and Records Administration, Record Group 21, Entry 6, Box 874, Folder 124",per.002194;per.002195;per.000751;per.000476;per.001217;per.000740
oscys.case.0265.001,http://earlywashingtondc.org/doc/oscys.case.0265.001,"Amey Overton v. Collimore Pope, Fielder Pope, & Nelly Jenkins. Petition for Freedom",Civil (document),O Say Can You See,1810-08-27,oscys.caseid.0264,"National Archives and Records Administration, Record Group 21, Entry 6, Box 30, Rough Bundle",per.002135;per.002136;per.002137;per.002138;per.002139
oscys.mdcase.0014.006,http://earlywashingtondc.org/doc/oscys.mdcase.0014.006,James Butler v. James Arnold. Petition for Freedom,Civil (document),O Say Can You See,1791-04-14,oscys.caseid.0574,"Maryland State Archives, General Court of the Western Shore (Judgments), MSA S498-13",per.006385;per.006386;per.004375;per.005302
oscys.case.0189.001,http://earlywashingtondc.org/doc/oscys.case.0189.001,Noah v. John H. Riley. Petition for Freedom,Civil (document),O Say Can You See,1833-02-22,oscys.caseid.0191,"National Archives and Records Administration, Record Group 21, Entry 6, Box 494, Folder 221",per.001441;per.001442;per.000001;per.000004;per.000740;per.001440
oscys.case.0191.001,http://earlywashingtondc.org/doc/oscys.case.0191.001,Polly Parker v. Cushing Daniel. Summons of Cushing Daniel,Civil (document),O Say Can You See,1845-01-06,oscys.caseid.0193,"National Archives and Records Administration, Record Group 21, Entry 6, Box 687, Folder 15",per.001609;per.001610;per.000851;per.000003;per.000004;per.000739
oscys.mdcase.0014.102,http://earlywashingtondc.org/doc/oscys.mdcase.0014.102,Letty Butler v. Ann Digges. Judgment Record,Civil (document),O Say Can You See,1792-05,oscys.caseid.0609,"Maryland State Archives, General Court of the Western Shore (Judgment Record), MSA S497-17",per.006574;per.006572;per.002102;per.001495;per.004664;per.004601;per.006413;per.006619;per.006414;per.001493;per.005383;per.006473;per.006620;per.006618;per.006616
oscys.case.0303.009,http://earlywashingtondc.org/doc/oscys.case.0303.009,Stephen Ambush v. James G. Robinson. Summons of James G. Robinson,Civil (document),O Say Can You See,1858-06-16,oscys.caseid.0305,"National Archives and Records Administration, Record Group 21, Entry 6, Box 874, Folder 184",per.002319;per.002320;per.000829;per.000751;per.000476;per.002322;per.001217;per.000740
oscys.case.0386.005,http://earlywashingtondc.org/doc/oscys.case.0386.005,Sarah v. Elijah Taylor. Bond,Civil (document),O Say Can You See,1789-01-08,oscys.caseid.0411,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.003071;per.003072;per.003074;per.003077;per.003069;per.003075;per.003070;per.003073
oscys.mdcase.0014.028,http://earlywashingtondc.org/doc/oscys.mdcase.0014.028,Stephen Butler v. Charles Carroll. Summons of Charles Carroll,Civil (document),O Say Can You See,1790-07-28,oscys.caseid.0583,"Maryland State Archives, General Court of the Western Shore (Judgments), MSA S498-14",per.006408;per.006409;per.001493;per.002097;per.006410
oscys.report.0053.001,http://earlywashingtondc.org/doc/oscys.report.0053.001,Rachael Brent v. John Armfield. Circuit Court Report,Civil (document),O Say Can You See,1835-10,oscys.caseid.0453,"William Cranch, Reports of Cases Civil and Criminal in the United States Circuit Court of the District of Columbia, from 1801 to 1841, Volume IV, Boston: Little, Brown and Company (1852)",per.003488;per.000866;per.000001;per.002883;per.000904;per.000064
oscys.case.0047.005,http://earlywashingtondc.org/doc/oscys.case.0047.005,Wood Humphreys v. William Berry. Summons of William Berry,Civil (document),O Say Can You See,1824-08-10,oscys.caseid.0047,"National Archives and Records Administration, Record Group 21, Entry 6, Box 329, Folder 103",per.000474;per.000475;per.000001;per.000476;per.000003;per.000004;per.000461
oscys.case.0154.009,http://earlywashingtondc.org/doc/oscys.case.0154.009,John Peterson v. Elizabeth Whiting. Summons of Elizabeth Whiting,Civil (document),O Say Can You See,1838-02-03,oscys.caseid.0156,"National Archives and Records Administration, Record Group 21, Entry 6, Box 585, Folder 131",per.001176;per.001177;per.000001;per.000003;per.000004;per.000739
oscys.case.0370.016,http://earlywashingtondc.org/doc/oscys.case.0370.016,Loudon v. Charles Scott. Bill of Sale,Civil (document),O Say Can You See,1800-09-03,oscys.caseid.0396,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.002915;per.002916;per.002919;per.002928;per.000128
oscys.case.0162.020,http://earlywashingtondc.org/doc/oscys.case.0162.020,Letty Lucas v. John R. Ratcliffe. Summons of John R. Ratcliffe,Civil (document),O Say Can You See,1855-06-11,oscys.caseid.0164,"National Archives and Records Administration, Record Group 21, Entry 6, Box 796, Folder 144",per.001213;per.001214;per.000847;per.000004;per.001216;per.000740
oscys.report.0033.001,http://earlywashingtondc.org/doc/oscys.report.0033.001,James Rhodes v. Moses Bell. Supreme Court Report,Civil (document),O Say Can You See,1844-01,oscys.caseid.0179,"Benjamin C. Howard, Reports of Cases Argued and Adjudged in the Supreme Court of the United States, January Term, 1844, Volume II, Philadelphia: T. & J. W. Johnson, Law Booksellers (1844)",per.001277;per.001278;per.000829;per.000744;per.000737;per.000738;per.001286;per.001284;per.001288;per.002803
oscys.case.0132.006,http://earlywashingtondc.org/doc/oscys.case.0132.006,George Crowner & David Over v. Peggy Barnes. Summons of Peggy Barnes,Civil (document),O Say Can You See,1842-08-09,oscys.caseid.0132,"National Archives and Records Administration, Record Group 21, Entry 6, Box 653, Folder 152",per.001017;per.001018;per.001019;per.000001;per.000003;per.000004;per.000739
oscys.case.0241.012,http://earlywashingtondc.org/doc/oscys.case.0241.012,Samuel Stacey v. James Knox. Summons of James Knox,Civil (document),O Say Can You See,1856-08-04,oscys.caseid.0246,"National Archives and Records Administration, Record Group 21, Entry 6, Box 814, Folder 249",per.001844;per.001845;per.000847;per.000476;per.001216;per.000740
oscys.case.0173.002,http://earlywashingtondc.org/doc/oscys.case.0173.002,Mary Foster v. William Richards. Summons of William Richards,Civil (document),O Say Can You See,1849-01-19,oscys.caseid.0175,"National Archives and Records Administration, Record Group 21, Entry 6, Box 728, Folder 105",per.001264;per.001265;per.000751;per.000004;per.000740;per.000748
oscys.case.0103.001,http://earlywashingtondc.org/doc/oscys.case.0103.001,Amy Gray v. Henry Howison. Petition for Freedom,Civil (document),O Say Can You See,1834-11-15,oscys.caseid.0103,"National Archives and Records Administration, Record Group 21, Entry 6, Box 535, Folder 640",per.000758;per.000759;per.000464
oscys.case.0162.010,http://earlywashingtondc.org/doc/oscys.case.0162.010,Letty Lucas v. John R. Ratcliffe. Summons of John R. Ratcliffe,Civil (document),O Say Can You See,1850-08-28,oscys.caseid.0164,"National Archives and Records Administration, Record Group 21, Entry 6, Box 743, Folder 149",per.001213;per.001214;per.000004;per.000740;per.000753
oscys.case.0231.009,http://earlywashingtondc.org/doc/oscys.case.0231.009,Fanny Hamilton v. Mary Roberson. Summons of Mary Roberson,Civil (document),O Say Can You See,1854-08-07,oscys.caseid.0236,"National Archives and Records Administration, Record Group 21, Entry 6, Box 782, Folder 154",per.001818;per.001819;per.000751;per.000004;per.001216;per.000740
oscys.case.0275.001,http://earlywashingtondc.org/doc/oscys.case.0275.001,James Thomas v. Thomas Beatty Jr. Summons of Thomas Beatty Jr.,Civil (document),O Say Can You See,1809-08-21,oscys.caseid.0275,"National Archives and Records Administration, Record Group 21, Entry 6, Box 34, Folder 195",per.002177;per.002178;per.000011;per.000006;per.000003;per.000004
oscys.case.0435.006,http://earlywashingtondc.org/doc/oscys.case.0435.006,Rachel Graham v. Frances Swann. Plaintiff's Statement of Facts,Civil (document),O Say Can You See,1845-04-15,oscys.caseid.0456,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 2",per.001355;per.001357;per.001347;per.003631;per.001343;per.003632;per.001348;per.001352;per.003636
oscys.case.0240.002,http://earlywashingtondc.org/doc/oscys.case.0240.002,Rebecca Madella v. Georgiana Munroe. Summons of Georgiana Munroe,Civil (document),O Say Can You See,1850-12-24,oscys.caseid.0245,"National Archives and Records Administration, Record Group 21, Entry 6, Box 749, Folder 112",per.001841;per.001842;per.000847;per.000004;per.000740;per.000753
oscys.mdcase.0011.003,http://earlywashingtondc.org/doc/oscys.mdcase.0011.003,Richard Booth v. David Weems. Transcript on Diminution from General Court of the Western Shore,Civil (document),O Say Can You See,1794-06-30,oscys.caseid.0510,"Maryland State Archives, Court of Appeals (Judgments), MSA S381-1 No. 4",per.005368;per.005369;per.004360;per.005476;per.005482;per.005484;per.005417;per.005427;per.005386;per.005469;per.005480;per.005428;per.005423;per.006664;per.005429;per.005441;per.005447;per.005387;per.005393;per.005487;per.005378;per.005394;per.005418;per.004601;per.005414;per.005478;per.002102;per.001514;per.005491;per.005439;per.005442;per.005438;per.005443;per.005437;per.005419;per.005436;per.005380;per.005446;per.005412;per.005421;per.005454;per.005477;per.005483;per.001393;per.005398;per.005411;per.001502;per.005456;per.005416;per.004366;per.004367;per.001493;per.005473;per.005495;per.005404;per.005400;per.005389;per.006663;per.005420;per.004746;per.005388;per.005486;per.005430;per.005383;per.005460;per.005410;per.005475;per.005385;per.005463;per.005390;per.005464;per.005391;per.005468;per.005479;per.005472;per.005433;per.005444;per.005381;per.005392;per.005395;per.005492;per.005415;per.005490;per.005435;per.005405;per.005432;per.005402;per.005431;per.005434;per.005004;per.004764;per.005397;per.005488;per.005493;per.005449;per.001507;per.005409;per.005494;per.005467;per.005496;per.005379;per.005396;per.005471;per.005485;per.005465;per.005474;per.005450;per.005457;per.001477;per.005445;per.004375;per.005448;per.004813;per.005462;per.005452;per.005470;per.005481;per.004948;per.005401;per.005451;per.005461;per.005406;per.005399;per.005489;per.005453;per.005426;per.005459;per.005413;per.005403;per.005455;per.005466;per.005382;per.005407;per.005425;per.005422;per.005458
